"f2","f14","f18","f31","f32","f108","f161","f163","f249","f250","f301","f303","f325","f326","f328","f333","f334"
0.0806,"创业板ETF购6月3500",0.0766,0.0791,0.0805,1331,3.5,25,24.35,17.98,20260624,11.7,0.3107,0.5214,-0.2195,"创业板ETF",3.035
0.1769,"创业板ETF购6月3100",0.1685,0.1734,0.1823,1208,3.1,84,21.4,7.97,20260624,8.92,0.52,0.5883,-0.2528,"创业板ETF",3.035
0.306,"创业板ETF购6月2800",0.2922,0.3006,0.316,564,2.8,9,16.33,2.34,20260624,6.88,0.6936,0.5182,-0.2296,"创业板ETF",3.035
0.237,"创业板ETF购3月2850",0.23,0.237,0.2481,756,2.85,7,16.82,1.71,20260325,8.78,0.6858,0.6972,-0.3023,"创业板ETF",3.035
0.066,"创业板ETF购6月3600",0.0634,0.0648,0.0657,1341,3.6,44,24.89,20.79,20260624,12.31,0.2676,0.486,-0.2039,"创业板ETF",3.035
0.228,"创业板ETF购12月2800",0.2011,0.228,0.2296,6009,2.8,1306,0,-0.23,20251224,11.38,0.8547,0.9375,-0.4059,"创业板ETF",3.035
0.0537,"创业板ETF购6月3700",0.0513,0.0535,0.0547,5969,3.7,12,25.33,23.68,20260624,12.93,0.2288,0.447,-0.187,"创业板ETF",3.035
0.4752,"创业板ETF购12月2550",0.4362,0.456,0.4662,1207,2.55,9,0,-0.32,20251224,6.3,0.9869,0.1385,-0.0881,"创业板ETF",3.035
0.2715,"创业板ETF购12月2750",0.2488,0.2691,0.274,2512,2.75,244,0,-0.44,20251224,10.06,0.9,0.7209,-0.3204,"创业板ETF",3.035
"-","创业板ETF购3月2350",0.6407,0.6117,0.6411,702,2.35,0,0,-22.57,20260325,4.22,0.9489,0.2061,-0.1108,"创业板ETF",3.035
"-","创业板ETF购3月2300",0.6869,0.6566,0.6874,497,2.3,0,0,-24.22,20260325,3.98,0.961,0.1658,-0.0945,"创业板ETF",3.035
"-","创业板ETF购3月2250",0.7339,0.7035,0.7343,272,2.25,0,0,-25.86,20260325,3.77,0.9709,0.1305,-0.0801,"创业板ETF",3.035
"-","创业板ETF购3月2150",0.8,0.799,0.8298,244,2.15,0,0,-29.16,20260325,3.39,0.9848,0.0753,-0.0573,"创业板ETF",3.035
0.0008,"创业板ETF沽12月2100",0.0008,0.0007,0.0008,12904,2.1,138,54.69,30.83,20251224,0,0,0,0,"创业板ETF",3.035
0.0008,"创业板ETF沽12月2050",0.0008,0.0007,0.0009,11025,2.05,118,57.81,32.48,20251224,0,0,0,0,"创业板ETF",3.035
0.0006,"创业板ETF沽12月1800",0.0006,0.0005,0.0006,12871,1.8,95,73.44,40.71,20251224,0,0,0,0,"创业板ETF",3.035
0.0006,"创业板ETF沽12月1750",0.0006,0.0005,0.0006,30028,1.75,1303,76.56,42.36,20251224,0,0,0,0,"创业板ETF",3.035
0.3173,"创业板ETF购12月2700",0.2891,0.3116,0.3201,2109,2.7,45,0,-0.58,20251224,8.94,0.9345,0.5239,-0.2422,"创业板ETF",3.035
0.3655,"创业板ETF购12月2650",0.3372,0.3589,0.3678,834,2.65,9,0,-0.64,20251224,7.97,0.9594,0.3586,-0.1764,"创业板ETF",3.035
1.2571,"创业板ETF购12月1750",1.2799,1.253,1.2639,2666,1.75,0,0,-0.92,20251224,2.41,1,0,-0.0227,"创业板ETF",3.035
0.81,"创业板ETF购12月2200",0.7798,0.8037,0.8139,1112,2.2,43,0,-0.82,20251224,3.75,1,0.0004,-0.0287,"创业板ETF",3.035
0.9088,"创业板ETF购12月2100",0.8787,0.9035,0.9145,690,2.1,6,0,-0.86,20251224,3.34,1,0,-0.0273,"创业板ETF",3.035
1.0073,"创业板ETF购12月2000",1.0279,1.0033,1.0143,735,2,-1,0,-0.91,20251224,3.01,1,0,-0.0259,"创业板ETF",3.035
1.0565,"创业板ETF购12月1950",1.0713,1.0532,1.0642,559,1.95,15,0,-0.94,20251224,2.87,1,0,-0.0253,"创业板ETF",3.035
1.1532,"创业板ETF购12月1850",1.2136,1.153,1.164,473,1.85,10,0,-1.05,20251224,2.63,1,0,-0.024,"创业板ETF",3.035
0.7089,"创业板ETF购12月2300",0.682,0.7039,0.715,1257,2.3,161,0,-0.86,20251224,4.28,0.9998,0.0035,-0.0312,"创业板ETF",3.035
1.1034,"创业板ETF购12月1900",1.0144,1.1031,1.1141,701,1.9,13,0,-1.04,20251224,2.75,1,0,-0.0246,"创业板ETF",3.035
0.413,"创业板ETF购12月2600",0.3812,0.4071,0.4179,1787,2.6,102,0,-0.72,20251224,7.17,0.9762,0.2304,-0.1251,"创业板ETF",3.035
0.61,"创业板ETF购12月2400",0.5986,0.6043,0.6155,1299,2.4,257,0,-0.82,20251224,4.97,0.9986,0.0194,-0.0389,"创业板ETF",3.035
0.7561,"创业板ETF购12月2250",0.77,0.7537,0.7648,1305,2.25,34,0,-0.95,20251224,4.01,0.9999,0.0013,-0.0297,"创业板ETF",3.035
0.559,"创业板ETF购12月2450",0.5771,0.5547,0.566,857,2.45,40,0,-0.86,20251224,5.41,0.9968,0.0404,-0.0478,"创业板ETF",3.035
0.8538,"创业板ETF购12月2150",0.9138,0.8535,0.8646,501,2.15,14,0,-1.03,20251224,3.55,1,0.0001,-0.028,"创业板ETF",3.035
0.338,"创业板ETF购3月2700",0.3199,0.337,0.3463,1279,2.7,23,0,0.1,20260325,7.09,0.79,0.5663,-0.2526,"创业板ETF",3.035
1.295,"创业板ETF购12月1700",1.2814,1.3029,1.3138,1974,1.7,-1,0,-1.32,20251224,2.34,1,0,-0.022,"创业板ETF",3.035
0.3665,"创业板ETF购6月2700",0.3459,0.3563,0.3746,365,2.7,104,12.38,1.04,20260624,6.2,0.7483,0.4709,-0.212,"创业板ETF",3.035
0.9476,"创业板ETF购12月2050",0.975,0.9534,0.9644,517,2.05,-1,0,-1.23,20251224,3.2,1,0,-0.0266,"创业板ETF",3.035
0.654,"创业板ETF购12月2350",0.7112,0.6541,0.6652,1108,2.35,53,0,-1.02,20251224,4.64,0.9994,0.0086,-0.0339,"创业板ETF",3.035
0.7427,"创业板ETF沽6月3600",0.7507,0.719,0.7538,221,3.6,2,42.37,5.86,20260624,2.99,-0.7323,0.486,-0.1573,"创业板ETF",3.035
0.8264,"创业板ETF沽6月3700",0.8353,0.805,0.8431,796,3.7,4,43.33,5.32,20260624,2.83,-0.7711,0.447,-0.1391,"创业板ETF",3.035
0.668,"创业板ETF沽3月3600",0.6866,0.6498,0.6794,867,3.6,36,42.94,3.39,20260325,3.72,-0.8183,0.5185,-0.1675,"创业板ETF",3.035
0.5034,"创业板ETF购12月2500",0.495,0.5091,0.5166,1755,2.5,204,0,-1.04,20251224,5.99,0.9932,0.0776,-0.0633,"创业板ETF",3.035
0.5722,"创业板ETF沽6月3400",0.5899,0.5565,0.585,284,3.4,9,39.28,6.83,20260624,3.4,-0.6419,0.5513,-0.189,"创业板ETF",3.035
0.2113,"创业板ETF沽6月2850",0.2205,0.2064,0.2155,1013,2.85,58,34.38,13.06,20260624,4.81,-0.3346,0.5377,-0.1998,"创业板ETF",3.035
1.1755,"创业板ETF购12月1800",1.2209,1.203,1.2139,927,1.8,1,0,-1.96,20251224,2.58,1,0,-0.0233,"创业板ETF",3.035
0.2365,"创业板ETF沽6月2900",0.2461,0.2313,0.2431,690,2.9,8,34.67,12.24,20260624,4.66,-0.3635,0.5542,-0.205,"创业板ETF",3.035
0.1676,"创业板ETF沽6月2750",0.1736,0.1626,0.1678,242,2.75,10,34.09,14.91,20260624,5.04,-0.2785,0.4958,-0.1858,"创业板ETF",3.035
0.4224,"创业板ETF沽6月3200",0.4181,0.4108,0.4293,845,3.2,1,37.17,8.48,20260624,3.86,-0.5366,0.5865,-0.209,"创业板ETF",3.035
0.2645,"创业板ETF沽6月2950",0.2699,0.2575,0.2707,442,2.95,7,35.11,11.52,20260624,4.5,-0.3926,0.5676,-0.2089,"创业板ETF",3.035
0.3761,"创业板ETF购3月2650",0.3598,0.3662,0.3849,1118,2.65,28,0,-0.29,20260325,6.62,0.8207,0.5144,-0.2326,"创业板ETF",3.035
0.4951,"创业板ETF沽6月3300",0.5132,0.4815,0.5062,476,3.3,0,38.18,7.58,20260624,3.62,-0.5909,0.5736,-0.2009,"创业板ETF",3.035
0.355,"创业板ETF沽6月3100",0.3491,0.3451,0.3628,769,3.1,0,36.28,9.56,20260624,4.1,-0.4799,0.5883,-0.2127,"创业板ETF",3.035
0.695,"创业板ETF沽12月3700",0.7222,0.6838,0.695,1876,3.7,5,61.96,0.99,20251224,4.33,-0.9921,0.0881,0.0126,"创业板ETF",3.035
0.1473,"创业板ETF沽6月2700",0.1535,0.143,0.149,1378,2.7,297,33.87,15.89,20260624,5.18,-0.2516,0.4709,-0.1771,"创业板ETF",3.035
0.4091,"创业板ETF沽3月3300",0.4271,0.3971,0.4091,1228,3.3,14,37.02,4.75,20260325,4.83,-0.6517,0.7264,-0.2604,"创业板ETF",3.035
0.1882,"创业板ETF沽6月2800",0.1964,0.1882,0.1922,2246,2.8,47,34.17,13.94,20260624,4.94,-0.3063,0.5182,-0.1934,"创业板ETF",3.035
0.5711,"创业板ETF沽3月3500",0.5962,0.5614,0.5878,785,3.5,21,39.7,3.5,20260325,4.1,-0.7706,0.5956,-0.2013,"创业板ETF",3.035
0.2906,"创业板ETF沽6月3000",0.3049,0.2848,0.2994,674,3,30,35.19,10.73,20260624,4.41,-0.4218,0.5777,-0.2115,"创业板ETF",3.035
0.4868,"创业板ETF沽3月3400",0.5092,0.4764,0.5006,1608,3.4,27,38.13,4.01,20260325,4.46,-0.715,0.667,-0.2331,"创业板ETF",3.035
0.5904,"创业板ETF沽12月3600",0.6231,0.5844,0.5958,1491,3.6,40,53.52,0.84,20251224,5.04,-0.981,0.1898,-0.0298,"创业板ETF",3.035
0.4938,"创业板ETF沽12月3500",0.5199,0.4856,0.4973,931,3.5,38,49.07,0.95,20251224,5.89,-0.9576,0.3701,-0.1042,"创业板ETF",3.035
0.746,"创业板ETF沽3月3700",0.75,0.741,0.7719,1345,3.7,3,42.55,2.67,20260325,3.49,-0.8582,0.441,-0.1337,"创业板ETF",3.035
0.6406,"创业板ETF沽6月3500",0.6718,0.6357,0.6678,503,3.5,3,39.04,5.79,20260624,3.27,-0.6892,0.5214,-0.1742,"创业板ETF",3.035
0.2069,"创业板ETF沽3月3000",0.2196,0.2,0.2071,4115,3,432,33.72,7.97,20260325,6.3,-0.4292,0.7716,-0.2897,"创业板ETF",3.035
0.331,"创业板ETF沽3月3200",0.3504,0.3236,0.3402,1634,3.2,46,35.19,5.47,20260325,5.33,-0.5818,0.7673,-0.2804,"创业板ETF",3.035
0.0017,"创业板ETF购12月3600",0.0018,0.0015,0.0017,24739,3.6,-1384,29.69,18.67,20251224,33.74,0.0189,0.1898,-0.0767,"创业板ETF",3.035
0.413,"创业板ETF购3月2600",0.4001,0.4121,0.4241,1231,2.6,46,0,-0.72,20260325,6.24,0.8489,0.4605,-0.2116,"创业板ETF",3.035
0.2635,"创业板ETF沽3月3100",0.28,0.2631,0.27,5264,3.1,77,34.13,6.54,20260325,5.84,-0.5068,0.7838,-0.2908,"创业板ETF",3.035
0.424,"创业板ETF沽1月3400",0.4421,0.4215,0.4331,43,3.4,17,37.06,1.94,20260128,5.75,-0.8037,0.7501,-0.2634,"创业板ETF",3.035
0.453,"创业板ETF购3月2550",0.4343,0.4431,0.4658,700,2.55,7,0,-1.05,20260325,5.86,0.8744,0.4059,-0.1902,"创业板ETF",3.035
0.4975,"创业板ETF购3月2500",0.4692,0.4836,0.5082,722,2.5,17,0,-1.24,20260325,5.47,0.8971,0.352,-0.1689,"创业板ETF",3.035
0.3946,"创业板ETF沽12月3400",0.4269,0.39,0.4003,1751,3.4,112,42.7,0.98,20251224,7.03,-0.9136,0.6467,-0.218,"创业板ETF",3.035
0.3407,"创业板ETF沽1月3300",0.3632,0.3379,0.3472,162,3.3,29,35.39,2.49,20260128,6.49,-0.7289,0.898,-0.3267,"创业板ETF",3.035
0.8653,"创业板ETF购3月2100",0.8305,0.8473,0.878,1100,2.1,17,0,-2.3,20260325,3.47,0.9894,0.055,-0.0487,"创业板ETF",3.035
0.0013,"创业板ETF购12月3700",0.0014,0.0011,0.0013,23560,3.7,400,32.42,21.95,20251224,18.21,0.0078,0.0881,-0.0355,"创业板ETF",3.035
0.2626,"创业板ETF沽1月3200",0.2844,0.2594,0.2666,1256,3.2,317,33.67,3.22,20260128,7.39,-0.6392,1.0148,-0.378,"创业板ETF",3.035
0.1535,"创业板ETF沽3月2900",0.1663,0.1492,0.1569,4122,2.9,169,32.69,9.51,20260325,6.96,-0.3518,0.7292,-0.2763,"创业板ETF",3.035
0.177,"创业板ETF沽3月2950",0.1918,0.1777,0.1817,3204,2.95,110,32.87,8.63,20260325,6.69,-0.3903,0.7541,-0.2845,"创业板ETF",3.035
0.5383,"创业板ETF购3月2450",0.513,0.5256,0.5515,654,2.45,26,0,-1.54,20260325,5.17,0.9171,0.3,-0.1483,"创业板ETF",3.035
0.7656,"创业板ETF购3月2200",0.737,0.751,0.7817,394,2.2,115,0,-2.29,20260325,3.88,0.9787,0.1003,-0.0677,"创业板ETF",3.035
0.0134,"创业板ETF沽3月2250",0.0146,0.0127,0.0137,4065,2.25,679,34.47,26.31,20260325,6.57,-0.029,0.1305,-0.0509,"创业板ETF",3.035
0.1126,"创业板ETF沽3月2800",0.1228,0.1089,0.1128,3098,2.8,130,32.42,11.45,20260325,7.48,-0.2776,0.6588,-0.2516,"创业板ETF",3.035
0.2993,"创业板ETF沽12月3300",0.3266,0.297,0.3012,4677,3.3,494,37.3,1.13,20251224,8.51,-0.8392,1.0024,-0.3646,"创业板ETF",3.035
0.1309,"创业板ETF沽3月2850",0.1433,0.128,0.1309,3739,2.85,30,32.37,10.41,20260325,7.28,-0.3141,0.6972,-0.2653,"创业板ETF",3.035
0.0072,"创业板ETF沽3月2100",0.0079,0.007,0.0073,28163,2.1,14305,36.23,31.04,20260325,4.43,-0.0105,0.055,-0.0215,"创业板ETF",3.035
0.5769,"创业板ETF购3月2400",0.6,0.5676,0.5959,1071,2.4,2,0,-1.91,20260325,4.92,0.9343,0.2511,-0.1288,"创业板ETF",3.035
0.0373,"创业板ETF沽3月2500",0.0412,0.0361,0.0368,3887,2.5,331,32.67,18.86,20260325,8.36,-0.1028,0.352,-0.1365,"创业板ETF",3.035
0.001,"创业板ETF沽12月2250",0.0011,0.001,0.0011,15167,2.25,462,46.88,25.9,20251224,0,0,0.0013,-0.0004,"创业板ETF",3.035
0.0088,"创业板ETF沽3月2150",0.0097,0.0087,0.0089,5993,2.15,269,35.55,29.45,20260325,5.21,-0.0151,0.0753,-0.0294,"创业板ETF",3.035
0.1933,"创业板ETF沽1月3100",0.2142,0.192,0.1933,937,3.1,409,32.3,4.23,20260128,8.45,-0.5379,1.0765,-0.4075,"创业板ETF",3.035
0.0941,"创业板ETF沽3月2750",0.104,0.094,0.0956,2306,2.75,162,32.13,12.49,20260325,7.83,-0.2428,0.6148,-0.2355,"创业板ETF",3.035
0.0449,"创业板ETF沽3月2550",0.05,0.0449,0.0455,3087,2.55,337,32.35,17.46,20260325,8.48,-0.1255,0.4059,-0.1571,"创业板ETF",3.035
0.066,"创业板ETF沽3月2650",0.0734,0.0656,0.0678,5235,2.65,291,32.15,14.86,20260325,8.24,-0.1792,0.5144,-0.1982,"创业板ETF",3.035
0.0009,"创业板ETF沽12月2200",0.001,0.0009,0.0011,12758,2.2,204,49.22,27.54,20251224,0,0,0.0004,-0.0001,"创业板ETF",3.035
0.0787,"创业板ETF沽3月2700",0.0875,0.0787,0.0791,2981,2.7,182,32.06,13.63,20260325,8.09,-0.2099,0.5663,-0.2176,"创业板ETF",3.035
0.1111,"创业板ETF沽1月2950",0.1237,0.11,0.1119,1910,2.95,612,31.05,6.46,20260128,10.3,-0.3772,1.0298,-0.3962,"创业板ETF",3.035
0.0104,"创业板ETF沽3月2200",0.0116,0.0102,0.0106,2571,2.2,379,34.67,27.86,20260325,6.19,-0.0212,0.1003,-0.0392,"创业板ETF",3.035
0.0547,"创业板ETF沽3月2600",0.0611,0.0545,0.0552,4973,2.6,388,32.25,16.14,20260325,8.38,-0.151,0.4605,-0.1778,"创业板ETF",3.035
0.0161,"创业板ETF沽3月2300",0.018,0.0159,0.0161,5699,2.3,763,33.84,24.75,20260325,7.33,-0.0389,0.1658,-0.0647,"创业板ETF",3.035
0.0245,"创业板ETF沽3月2400",0.0274,0.0239,0.0243,5794,2.4,1309,33.11,21.73,20260325,8.13,-0.0656,0.2511,-0.0977,"创业板ETF",3.035
0.0199,"创业板ETF沽3月2350",0.0223,0.0194,0.02,3644,2.35,807,33.45,23.23,20260325,7.78,-0.051,0.2061,-0.0803,"创业板ETF",3.035
0.1351,"创业板ETF沽1月3000",0.1524,0.1332,0.1369,2594,3,753,31.3,5.6,20260128,9.68,-0.4307,1.0651,-0.4079,"创业板ETF",3.035
0.0008,"创业板ETF沽12月2150",0.0009,0.0008,0.0009,11790,2.15,190,51.56,29.19,20251224,0,0,0.0001,0,"创业板ETF",3.035
0.03,"创业板ETF沽3月2450",0.034,0.0293,0.0301,4067,2.45,811,32.76,20.26,20260325,8.38,-0.0828,0.3,-0.1165,"创业板ETF",3.035
0.212,"创业板ETF沽12月3200",0.2406,0.2118,0.212,18807,3.2,2581,33.47,1.55,20251224,10.43,-0.7283,1.3623,-0.5142,"创业板ETF",3.035
0.0007,"创业板ETF沽12月1950",0.0007,0.0007,0.0008,9329,1.95,21,64.06,35.77,20251224,0,0,0,0,"创业板ETF",3.035
0.0007,"创业板ETF沽12月1900",0.0008,0.0007,0.0008,7251,1.9,40,67.19,37.42,20251224,0,0,0,0,"创业板ETF",3.035
0.0007,"创业板ETF沽12月1850",0.0008,0.0006,0.0007,9948,1.85,300,70.31,39.07,20251224,0,0,0,0,"创业板ETF",3.035
0.0888,"创业板ETF沽1月2900",0.1025,0.0879,0.0903,2212,2.9,663,30.59,7.37,20260128,11.11,-0.3251,0.9758,-0.3768,"创业板ETF",3.035
0.072,"创业板ETF沽1月2850",0.0828,0.0702,0.0715,2078,2.85,543,30.74,8.47,20260128,11.6,-0.2753,0.9052,-0.3507,"创业板ETF",3.035
0.0025,"创业板ETF购12月3500",0.0028,0.0024,0.0026,22401,3.5,-2020,27.15,15.4,20251224,51.35,0.0423,0.3701,-0.1498,"创业板ETF",3.035
0.137,"创业板ETF沽12月3100",0.1593,0.1369,0.137,38003,3.1,1434,30.98,2.37,20251224,12.94,-0.5839,1.6023,-0.6169,"创业板ETF",3.035
0.0559,"创业板ETF沽1月2800",0.0657,0.0558,0.0565,5320,2.8,1262,30.47,9.58,20260128,12.43,-0.2289,0.8212,-0.3191,"创业板ETF",3.035
0.0011,"创业板ETF沽12月2300",0.0013,0.0011,0.0012,14549,2.3,389,44.14,24.25,20251224,0.28,-0.0001,0.0035,-0.0013,"创业板ETF",3.035
0.0777,"创业板ETF沽12月3000",0.0966,0.0777,0.078,71047,3,8368,29.17,3.71,20251224,16.48,-0.4219,1.6074,-0.626,"创业板ETF",3.035
0.0004,"创业板ETF沽12月1700",0.0005,0.0003,0.0004,47804,1.7,2094,76.56,44,20251224,0,0,0,0,"创业板ETF",3.035
0.0569,"创业板ETF沽12月2950",0.0712,0.0568,0.0569,61868,2.95,4675,29.1,4.68,20251224,18.25,-0.3422,1.5089,-0.5901,"创业板ETF",3.035
0.0401,"创业板ETF沽12月2900",0.0532,0.04,0.0401,59899,2.9,4978,29,5.77,20251224,20.26,-0.2677,1.3527,-0.5306,"创业板ETF",3.035
0.0015,"创业板ETF沽12月2400",0.002,0.0015,0.0016,15887,2.4,392,39.84,20.97,20251224,2.63,-0.0013,0.0194,-0.0076,"创业板ETF",3.035
0.0012,"创业板ETF沽12月2350",0.0016,0.0012,0.0013,7652,2.35,616,41.41,22.61,20251224,1.26,-0.0005,0.0086,-0.0033,"创业板ETF",3.035
0.0273,"创业板ETF沽12月2850",0.0379,0.0272,0.0273,36015,2.85,5851,28.96,7,20251224,22.39,-0.2014,1.1552,-0.4543,"创业板ETF",3.035
0.018,"创业板ETF沽12月2800",0.0263,0.0179,0.018,57236,2.8,10865,29.05,8.34,20251224,24.48,-0.1452,0.9375,-0.3694,"创业板ETF",3.035
0.0039,"创业板ETF沽12月2600",0.0059,0.0035,0.004,17376,2.6,1910,32.42,14.46,20251224,18.44,-0.0237,0.2304,-0.0912,"创业板ETF",3.035
0.0015,"创业板ETF沽12月2450",0.0023,0.0015,0.0017,7462,2.45,436,36.72,19.32,20251224,6.27,-0.0031,0.0404,-0.0159,"创业板ETF",3.035
0.0119,"创业板ETF沽12月2750",0.0185,0.0121,0.0123,45313,2.75,8068,29.49,9.78,20251224,25.48,-0.0999,0.7209,-0.2846,"创业板ETF",3.035
0.0021,"创业板ETF沽12月2500",0.0033,0.0021,0.0024,11460,2.5,1152,35.35,17.7,20251224,9.68,-0.0067,0.0776,-0.0307,"创业板ETF",3.035
0.0078,"创业板ETF沽12月2700",0.0125,0.0078,0.0079,39499,2.7,2876,30.08,11.29,20251224,25.45,-0.0654,0.5239,-0.2071,"创业板ETF",3.035
0.0052,"创业板ETF沽12月2650",0.0085,0.0052,0.0056,23919,2.65,3065,30.86,12.86,20251224,23.64,-0.0405,0.3586,-0.1419,"创业板ETF",3.035
0.0026,"创业板ETF沽12月2550",0.0042,0.0025,0.0026,14670,2.55,1883,33.4,16.07,20251224,15.18,-0.013,0.1385,-0.0549,"创业板ETF",3.035
0.0008,"中证500ETF购12月3200",0.0006,0.0007,0.0009,12036,3.2,824,19.53,12.47,20251224,75.42,0.0212,0.3162,-0.0559,"中证500ETF",2.846
0.0229,"中证500ETF购1月3000",0.0177,0.022,0.023,1216,3,719,15.53,6.22,20260128,36.31,0.2922,1.41,-0.2565,"中证500ETF",2.846
0.0245,"中证500ETF购12月2900",0.0193,0.0244,0.0245,8986,2.9,525,14.65,2.76,20251224,44.94,0.3869,2.3809,-0.4297,"中证500ETF",2.846
0.0432,"中证500ETF购12月2850",0.0339,0.0428,0.0432,12122,2.85,2465,14.18,1.66,20251224,33.48,0.5082,2.4808,-0.4514,"中证500ETF",2.846
0.0019,"中证500ETF购12月3100",0.0015,0.002,0.0026,10637,3.1,83,17.19,8.99,20251224,106.5,0.0711,0.8448,-0.1501,"中证500ETF",2.846
0.0326,"中证500ETF购1月2950",0.026,0.0327,0.033,514,2.95,324,14.92,4.8,20260128,31.69,0.363,1.5398,-0.2817,"中证500ETF",2.846
0.013,"中证500ETF购12月2950",0.0105,0.0134,0.014,10977,2.95,1238,15.09,4.11,20251224,60.77,0.2776,2.0849,-0.3741,"中证500ETF",2.846
0.0683,"中证500ETF购12月2800",0.0553,0.0682,0.0688,9018,2.8,1664,12.82,0.78,20251224,26.28,0.6307,2.3469,-0.4322,"中证500ETF",2.846
0.0106,"中证500ETF购1月3100",0.0086,0.01,0.0107,711,3.1,324,16.43,9.3,20260128,47.31,0.1762,1.0626,-0.1918,"中证500ETF",2.846
0.0067,"中证500ETF购12月3000",0.0055,0.0067,0.0074,11428,3,965,15.63,5.65,20251224,79.6,0.1874,1.6736,-0.2991,"中证500ETF",2.846
0.1009,"中证500ETF购12月2750",0.0835,0.1012,0.102,3625,2.75,853,8.98,0.17,20251224,20.96,0.743,2.0052,-0.3762,"中证500ETF",2.846
0.0449,"中证500ETF购1月2900",0.0373,0.0456,0.0465,797,2.9,349,13.99,3.48,20260128,27.89,0.44,1.6189,-0.2981,"中证500ETF",2.846
0.0862,"中证500ETF购1月2800",0.0731,0.0855,0.0879,1365,2.8,884,12.13,1.41,20260128,19.88,0.6022,1.5834,-0.2973,"中证500ETF",2.846
0.0627,"中证500ETF购1月2850",0.0534,0.0629,0.0646,1434,2.85,799,13.16,2.34,20260128,23.64,0.5208,1.6352,-0.3037,"中证500ETF",2.846
0.114,"中证500ETF购1月2750",0.1051,0.113,0.1162,365,2.75,248,10.01,0.63,20260128,16.99,0.6806,1.4666,-0.2794,"中证500ETF",2.846
0.0708,"中证500ETF购3月2900",0.0608,0.0681,0.0727,1774,2.9,32,13.87,4.39,20260325,19.07,0.4743,1.1844,-0.223,"中证500ETF",2.846
0.1082,"中证500ETF购3月2800",0.0935,0.1043,0.1112,3176,2.8,-17,11.87,2.19,20260325,15.57,0.592,1.1552,-0.2216,"中证500ETF",2.846
0.0875,"中证500ETF购3月2850",0.0767,0.0846,0.0903,2426,2.85,37,12.94,3.22,20260325,17.34,0.533,1.1828,-0.2246,"中证500ETF",2.846
0.1398,"中证500ETF购12月2700",0.119,0.14,0.1415,2562,2.7,676,0,-0.22,20251224,17.01,0.8358,1.5388,-0.2977,"中证500ETF",2.846
0.0556,"中证500ETF购3月2950",0.0511,0.0544,0.0581,2267,2.95,221,14.4,5.61,20260325,21.36,0.4172,1.1612,-0.217,"中证500ETF",2.846
0.1599,"中证500ETF购3月2700",0.1434,0.1535,0.1616,3228,2.7,6,6.4,0.49,20260325,12.56,0.7056,1.0255,-0.2024,"中证500ETF",2.846
0.0442,"中证500ETF购3月3000",0.0411,0.0431,0.046,1790,3,214,15.01,6.96,20260325,23.35,0.3626,1.1158,-0.2073,"中证500ETF",2.846
0.0283,"中证500ETF购3月3100",0.0266,0.0278,0.029,919,3.1,39,16.21,9.92,20260325,26.61,0.2646,0.9738,-0.1792,"中证500ETF",2.846
0.1298,"中证500ETF购3月2750",0.1163,0.127,0.135,2768,2.75,1,9.74,1.19,20260325,14.25,0.65,1.102,-0.2141,"中证500ETF",2.846
0.018,"中证500ETF购3月3200",0.0162,0.0179,0.0188,2079,3.2,172,17.19,13.07,20260325,29.19,0.1846,0.7931,-0.1449,"中证500ETF",2.846
0.0832,"中证500ETF购6月2950",0.075,0.0803,0.085,2715,2.95,12,13.75,6.58,20260624,15.71,0.4593,0.8872,-0.1701,"中证500ETF",2.846
0.1464,"中证500ETF购1月2700",0.1293,0.1445,0.1494,369,2.7,206,0,0.01,20260128,14.64,0.753,1.296,-0.2518,"中证500ETF",2.846
0.1133,"中证500ETF购6月2850",0.1073,0.1097,0.1142,2067,2.85,85,12.21,4.12,20260624,13.73,0.5466,0.8857,-0.1725,"中证500ETF",2.846
0.1311,"中证500ETF购6月2800",0.1246,0.1271,0.1352,1226,2.8,27,11.07,2.99,20260624,12.83,0.5909,0.8686,-0.1708,"中证500ETF",2.846
0.0114,"中证500ETF购3月3300",0.0103,0.0115,0.012,2974,3.3,14,18.02,16.35,20260325,30.78,0.1233,0.6067,-0.1102,"中证500ETF",2.846
0.096,"中证500ETF购6月2900",0.0877,0.0939,0.0999,2366,2.9,2,12.9,5.27,20260624,14.9,0.5026,0.8918,-0.1722,"中证500ETF",2.846
0.1746,"中证500ETF购6月2700",0.1606,0.1689,0.18,1521,2.7,90,6.81,1,20260624,11.04,0.6776,0.8019,-0.1617,"中证500ETF",2.846
0.1889,"中证500ETF购12月2650",0.1587,0.182,0.1864,1273,2.65,44,0,-0.25,20251224,13.63,0.9046,1.0543,-0.215,"中证500ETF",2.846
0.1504,"中证500ETF购6月2750",0.1386,0.1465,0.1564,1699,2.75,790,9.38,1.91,20260624,12.01,0.6347,0.8405,-0.1672,"中证500ETF",2.846
0.0693,"中证500ETF购6月3000",0.0666,0.069,0.0729,1895,3,126,14.14,7.85,20260624,17.13,0.4171,0.8725,-0.1662,"中证500ETF",2.846
0.0504,"中证500ETF购6月3100",0.0468,0.0503,0.0531,925,3.1,73,15.2,10.7,20260624,19.09,0.338,0.8173,-0.154,"中证500ETF",2.846
0.021,"中证500ETF购6月3400",0.0198,0.0197,0.0212,1876,3.4,136,17.94,20.2,20260624,21.32,0.1573,0.5379,-0.0993,"中证500ETF",2.846
